Code,Year,Fertility Rate
AFG,1950,7.248
AFG,1951,7.26
AFG,1952,7.26
AFG,1953,7.266
AFG,1954,7.254
AFG,1955,7.262
AFG,1956,7.269
AFG,1957,7.264
AFG,1958,7.269
AFG,1959,7.276
AFG,1960,7.282
AFG,1961,7.284
AFG,1962,7.292
AFG,1963,7.302
AFG,1964,7.304
AFG,1965,7.305
AFG,1966,7.32
AFG,1967,7.339
AFG,1968,7.363
AFG,1969,7.389
AFG,1970,7.4
AFG,1971,7.432
AFG,1972,7.453
AFG,1973,7.487
AFG,1974,7.526
AFG,1975,7.542
AFG,1976,7.561
AFG,1977,7.591
AFG,1978,7.599
AFG,1979,7.612
AFG,1980,7.643
AFG,1981,7.617
AFG,1982,7.6
AFG,1983,7.57
AFG,1984,7.554
AFG,1985,7.55
AFG,1986,7.553
AFG,1987,7.548
AFG,1988,7.551
AFG,1989,7.559
AFG,1990,7.576
AFG,1991,7.631
AFG,1992,7.703
AFG,1993,7.761
AFG,1994,7.767
AFG,1995,7.767
AFG,1996,7.757
AFG,1997,7.732
AFG,1998,7.693
AFG,1999,7.641
AFG,2000,7.566
AFG,2001,7.453
AFG,2002,7.32
AFG,2003,7.174
AFG,2004,7.018
AFG,2005,6.858
AFG,2006,6.686
AFG,2007,6.508
AFG,2008,6.392
AFG,2009,6.295
AFG,2010,6.195
AFG,2011,6.094
AFG,2012,5.985
AFG,2013,5.879
AFG,2014,5.77
AFG,2015,5.652
AFG,2016,5.542
AFG,2017,5.433
AFG,2018,5.327
AFG,2019,5.238
AFG,2020,5.145
AFG,2021,5.039
AFG,2022,4.932
AFG,2023,4.84
,1950,6.516
,1951,6.53
,1952,6.541
,1953,6.558
,1954,6.569
,1955,6.581
,1956,6.594
,1957,6.606
,1958,6.617
,1959,6.631
,1960,6.645
,1961,6.658
,1962,6.673
,1963,6.679
,1964,6.68
,1965,6.676
,1966,6.687
,1967,6.691
,1968,6.691
,1969,6.687
,1970,6.688
,1971,6.692
,1972,6.693
,1973,6.689
,1974,6.688
,1975,6.686
,1976,6.676
,1977,6.663
,1978,6.647
,1979,6.62
,1980,6.589
,1981,6.548
,1982,6.509
,1983,6.46
,1984,6.394
,1985,6.322
,1986,6.244
,1987,6.169
,1988,6.092
,1989,6.004
,1990,5.909
,1991,5.827
,1992,5.747
,1993,5.663
,1994,5.589
,1995,5.508
,1996,5.429
,1997,5.353
,1998,5.296
,1999,5.248
,2000,5.203
,2001,5.16
,2002,5.115
,2003,5.082
,2004,5.059
,2005,5.04
,2006,5.013
,2007,4.985
,2008,4.968
,2009,4.927
,2010,4.891
,2011,4.842
,2012,4.796
,2013,4.74
,2014,4.686
,2015,4.625
,2016,4.545
,2017,4.482
,2018,4.391
,2019,4.312
,2020,4.242
,2021,4.179
,2022,4.125
,2023,4.072
ALB,1950,6.169
ALB,1951,6.198
ALB,1952,6.239
ALB,1953,6.341
ALB,1954,6.432
ALB,1955,6.541
ALB,1956,6.437
ALB,1957,6.334
ALB,1958,6.391
ALB,1959,6.397
ALB,1960,6.383
ALB,1961,6.273
ALB,1962,6.106
ALB,1963,5.927
ALB,1964,5.714
ALB,1965,5.474
ALB,1966,5.325
ALB,1967,5.31
ALB,1968,5.317
ALB,1969,5.287
ALB,1970,5.158
ALB,1971,5.083
ALB,1972,4.979
ALB,1973,4.829
ALB,1974,4.7
ALB,1975,4.566
ALB,1976,4.374
ALB,1977,4.204
ALB,1978,3.996
ALB,1979,3.782
ALB,1980,3.59
ALB,1981,3.468
ALB,1982,3.416
ALB,1983,3.319
ALB,1984,3.282
ALB,1985,3.214
ALB,1986,3.141
ALB,1987,3.106
ALB,1988,3.069
ALB,1989,3.03
ALB,1990,3.014
ALB,1991,2.956
ALB,1992,2.885
ALB,1993,2.811
ALB,1994,2.798
ALB,1995,2.762
ALB,1996,2.666
ALB,1997,2.535
ALB,1998,2.425
ALB,1999,2.313
ALB,2000,2.217
ALB,2001,2.141
ALB,2002,2.002
ALB,2003,2.006
ALB,2004,1.889
ALB,2005,1.787
ALB,2006,1.686
ALB,2007,1.633
ALB,2008,1.616
ALB,2009,1.638
ALB,2010,1.653
ALB,2011,1.677
ALB,2012,1.719
ALB,2013,1.741
ALB,2014,1.721
ALB,2015,1.631
ALB,2016,1.555
ALB,2017,1.486
ALB,2018,1.415
ALB,2019,1.395
ALB,2020,1.371
ALB,2021,1.365
ALB,2022,1.355
ALB,2023,1.348
DZA,1950,7.324
DZA,1951,7.307
DZA,1952,7.289
DZA,1953,7.291
DZA,1954,7.311
DZA,1955,7.336
DZA,1956,7.358
DZA,1957,7.386
DZA,1958,7.438
DZA,1959,7.454
DZA,1960,7.503
DZA,1961,7.564
DZA,1962,7.607
DZA,1963,7.649
DZA,1964,7.672
DZA,1965,7.711
DZA,1966,7.71
DZA,1967,7.712
DZA,1968,7.711
DZA,1969,7.709
DZA,1970,7.704
DZA,1971,7.671
DZA,1972,7.634
DZA,1973,7.592
DZA,1974,7.545
DZA,1975,7.485
DZA,1976,7.405
DZA,1977,7.312
DZA,1978,7.211
DZA,1979,7.119
DZA,1980,6.994
DZA,1981,6.845
DZA,1982,6.675
DZA,1983,6.496
DZA,1984,6.283
DZA,1985,6.035
DZA,1986,5.645
DZA,1987,5.298
DZA,1988,5.023
DZA,1989,4.761
DZA,1990,4.509
DZA,1991,4.366
DZA,1992,4.274
DZA,1993,4.076
DZA,1994,3.914
DZA,1995,3.487
DZA,1996,3.139
DZA,1997,2.886
DZA,1998,2.691
DZA,1999,2.62
DZA,2000,2.59
DZA,2001,2.519
DZA,2002,2.429
DZA,2003,2.451
DZA,2004,2.5
DZA,2005,2.562
DZA,2006,2.628
DZA,2007,2.704
DZA,2008,2.785
DZA,2009,2.825
DZA,2010,2.875
DZA,2011,2.899
DZA,2012,2.996
DZA,2013,2.997
DZA,2014,3.084
DZA,2015,3.091
DZA,2016,3.091
DZA,2017,3.09
DZA,2018,3.019
DZA,2019,2.997
DZA,2020,2.94
DZA,2021,2.87
DZA,2022,2.817
DZA,2023,2.766
ASM,1950,6.219
ASM,1951,6.166
ASM,1952,6.112
ASM,1953,6.087
ASM,1954,6.094
ASM,1955,6.143
ASM,1956,6.197
ASM,1957,6.301
ASM,1958,6.425
ASM,1959,6.537
ASM,1960,6.578
ASM,1961,6.575
ASM,1962,6.603
ASM,1963,6.687
ASM,1964,6.78
ASM,1965,6.73
ASM,1966,6.618
ASM,1967,6.461
ASM,1968,6.281
ASM,1969,6.122
ASM,1970,5.953
ASM,1971,5.765
ASM,1972,5.519
ASM,1973,5.297
ASM,1974,5.139
ASM,1975,5.013
ASM,1976,4.932
ASM,1977,4.953
ASM,1978,4.873
ASM,1979,4.756
ASM,1980,4.627
ASM,1981,4.498
ASM,1982,4.37
ASM,1983,4.267
ASM,1984,4.25
ASM,1985,4.255
ASM,1986,4.276
ASM,1987,4.298
ASM,1988,4.314
ASM,1989,4.41
ASM,1990,4.472
ASM,1991,4.528
ASM,1992,4.557
ASM,1993,4.605
ASM,1994,4.384
ASM,1995,4.121
ASM,1996,3.944
ASM,1997,3.887
ASM,1998,3.878
ASM,1999,3.891
ASM,2000,3.89
ASM,2001,3.87
ASM,2002,3.866
ASM,2003,3.91
ASM,2004,3.945
ASM,2005,3.863
ASM,2006,3.685
ASM,2007,3.509
ASM,2008,3.42
ASM,2009,3.359
ASM,2010,3.292
ASM,2011,3.169
ASM,2012,3.043
ASM,2013,2.932
ASM,2014,2.852
ASM,2015,2.78
ASM,2016,2.699
ASM,2017,2.598
ASM,2018,2.494
ASM,2019,2.404
ASM,2020,2.36
ASM,2021,2.327
ASM,2022,2.305
ASM,2023,2.286
AND,1950,2.112
AND,1951,2.195
AND,1952,2.258
AND,1953,2.315
AND,1954,2.32
AND,1955,2.271
AND,1956,2.296
AND,1957,2.374
AND,1958,2.459
AND,1959,2.552
AND,1960,2.545
AND,1961,2.543
AND,1962,2.548
AND,1963,2.602
AND,1964,2.689
AND,1965,2.715
AND,1966,2.759
AND,1967,2.78
AND,1968,2.77
AND,1969,2.769
AND,1970,2.787
AND,1971,2.832
AND,1972,2.905
AND,1973,2.826
AND,1974,2.735
AND,1975,2.458
AND,1976,2.207
AND,1977,2.029
AND,1978,1.884
AND,1979,1.795
AND,1980,1.83
AND,1981,1.797
AND,1982,1.726
AND,1983,1.574
AND,1984,1.475
AND,1985,1.434
AND,1986,1.397
AND,1987,1.367
AND,1988,1.365
AND,1989,1.395
AND,1990,1.401
AND,1991,1.397
AND,1992,1.373
AND,1993,1.334
AND,1994,1.317
AND,1995,1.319
AND,1996,1.329
AND,1997,1.354
AND,1998,1.383
AND,1999,1.421
AND,2000,1.273
AND,2001,1.305
AND,2002,1.265
AND,2003,1.18
AND,2004,1.229
AND,2005,1.224
AND,2006,1.234
AND,2007,1.189
AND,2008,1.25
AND,2009,1.208
AND,2010,1.275
AND,2011,1.321
AND,2012,1.26
AND,2013,1.142
AND,2014,1.168
AND,2015,1.223
AND,2016,1.184
AND,2017,1.129
AND,2018,1.053
AND,2019,1.045
AND,2020,1.028
AND,2021,1.058
AND,2022,1.071
AND,2023,1.082
AGO,1950,5.771
AGO,1951,5.831
AGO,1952,5.948
AGO,1953,6.06
AGO,1954,6.166
AGO,1955,6.267
AGO,1956,6.363
AGO,1957,6.455
AGO,1958,6.542
AGO,1959,6.626
AGO,1960,6.708
AGO,1961,6.79
AGO,1962,6.872
AGO,1963,6.954
AGO,1964,7.036
AGO,1965,7.116
AGO,1966,7.194
AGO,1967,7.267
AGO,1968,7.332
AGO,1969,7.388
AGO,1970,7.434
AGO,1971,7.467
AGO,1972,7.488
AGO,1973,7.498
AGO,1974,7.5
AGO,1975,7.494
AGO,1976,7.485
AGO,1977,7.475
AGO,1978,7.467
AGO,1979,7.461
AGO,1980,7.459
AGO,1981,7.459
AGO,1982,7.461
AGO,1983,7.462
AGO,1984,7.459
AGO,1985,7.451
AGO,1986,7.435
AGO,1987,7.409
AGO,1988,7.373
AGO,1989,7.328
AGO,1990,7.272
AGO,1991,7.208
AGO,1992,7.138
AGO,1993,7.065
AGO,1994,6.99
AGO,1995,6.918
AGO,1996,6.851
AGO,1997,6.789
AGO,1998,6.732
AGO,1999,6.683
AGO,2000,6.639
AGO,2001,6.601
AGO,2002,6.567
AGO,2003,6.533
AGO,2004,6.499
AGO,2005,6.461
AGO,2006,6.419
AGO,2007,6.372
AGO,2008,6.32
AGO,2009,6.26
AGO,2010,6.194
AGO,2011,6.12
AGO,2012,6.039
AGO,2013,5.953
AGO,2014,5.864
AGO,2015,5.774
AGO,2016,5.686
AGO,2017,5.6
AGO,2018,5.519
AGO,2019,5.442
AGO,2020,5.371
AGO,2021,5.304
AGO,2022,5.209
AGO,2023,5.124
AIA,1950,6.491
AIA,1951,6.643
AIA,1952,6.772
AIA,1953,6.886
AIA,1954,6.981
AIA,1955,7.05
AIA,1956,7.085
AIA,1957,7.088
AIA,1958,7.046
AIA,1959,6.985
AIA,1960,6.925
AIA,1961,6.872
AIA,1962,6.82
AIA,1963,6.744
AIA,1964,6.641
AIA,1965,6.509
AIA,1966,6.346
AIA,1967,6.152
AIA,1968,5.884
AIA,1969,5.58
AIA,1970,5.299
AIA,1971,5.052
AIA,1972,4.829
AIA,1973,4.601
AIA,1974,4.393
AIA,1975,4.197
AIA,1976,3.977
AIA,1977,3.749
AIA,1978,3.545
AIA,1979,3.371
AIA,1980,3.238
AIA,1981,3.147
AIA,1982,3.084
AIA,1983,3.017
AIA,1984,2.925
AIA,1985,2.733
AIA,1986,2.511
AIA,1987,2.308
AIA,1988,2.205
AIA,1989,2.403
AIA,1990,2.185
AIA,1991,2.137
AIA,1992,2.025
AIA,1993,1.996
AIA,1994,1.932
AIA,1995,1.943
AIA,1996,1.881
AIA,1997,1.873
AIA,1998,1.898
AIA,1999,1.906
AIA,2000,1.877
AIA,2001,2
AIA,2002,1.74
AIA,2003,1.637
AIA,2004,1.605
AIA,2005,1.528
AIA,2006,1.473
AIA,2007,1.51
AIA,2008,1.562
AIA,2009,1.607
AIA,2010,1.627
AIA,2011,1.632
AIA,2012,1.611
AIA,2013,1.553
AIA,2014,1.469
AIA,2015,1.39
AIA,2016,1.374
AIA,2017,1.374
AIA,2018,1.374
AIA,2019,1.377
AIA,2020,1.382
AIA,2021,1.378
AIA,2022,1.374
AIA,2023,1.364
ATG,1950,5.124
ATG,1951,5.063
ATG,1952,5.011
ATG,1953,4.955
ATG,1954,4.917
ATG,1955,4.866
ATG,1956,4.819
ATG,1957,4.769
ATG,1958,4.719
ATG,1959,4.66
ATG,1960,4.602
ATG,1961,4.559
ATG,1962,4.547
ATG,1963,4.536
ATG,1964,4.484
ATG,1965,4.416
ATG,1966,4.322
ATG,1967,4.178
ATG,1968,4.014
ATG,1969,3.829
ATG,1970,3.628
ATG,1971,3.455
ATG,1972,3.287
ATG,1973,3.126
ATG,1974,2.932
ATG,1975,2.77
ATG,1976,2.78
ATG,1977,2.784
ATG,1978,2.573
ATG,1979,2.632
ATG,1980,2.311
ATG,1981,2.166
ATG,1982,2.087
ATG,1983,2.116
ATG,1984,2.038
ATG,1985,2.151
ATG,1986,2.032
ATG,1987,2.067
ATG,1988,2.132
ATG,1989,2.199
ATG,1990,2.249
ATG,1991,2.036
ATG,1992,2.126
ATG,1993,2.036
ATG,1994,2.069
ATG,1995,2.159
ATG,1996,2.266
ATG,1997,2.19
ATG,1998,2.017
ATG,1999,1.956
ATG,2000,2.196
ATG,2001,2.018
ATG,2002,1.94
ATG,2003,1.887
ATG,2004,1.852
ATG,2005,1.832
ATG,2006,1.831
ATG,2007,1.86
ATG,2008,2.042
ATG,2009,2.006
ATG,2010,1.785
ATG,2011,1.746
ATG,2012,1.655
ATG,2013,1.537
ATG,2014,1.526
ATG,2015,1.567
ATG,2016,1.458
ATG,2017,1.485
ATG,2018,1.371
ATG,2019,1.468
ATG,2020,1.569
ATG,2021,1.58
ATG,2022,1.58
ATG,2023,1.578
ARG,1950,3.164
ARG,1951,3.161
ARG,1952,3.157
ARG,1953,3.152
ARG,1954,3.141
ARG,1955,3.139
ARG,1956,3.147
ARG,1957,3.137
ARG,1958,3.1
ARG,1959,3.141
ARG,1960,3.136
ARG,1961,3.12
ARG,1962,3.126
ARG,1963,3.109
ARG,1964,3.075
ARG,1965,3.005
ARG,1966,2.966
ARG,1967,2.982
ARG,1968,3.011
ARG,1969,3.049
ARG,1970,3.085
ARG,1971,3.108
ARG,1972,3.135
ARG,1973,3.17
ARG,1974,3.216
ARG,1975,3.271
ARG,1976,3.317
ARG,1977,3.359
ARG,1978,3.359
ARG,1979,3.339
ARG,1980,3.301
ARG,1981,3.253
ARG,1982,3.204
ARG,1983,3.148
ARG,1984,3.116
ARG,1985,3.066
ARG,1986,3.054
ARG,1987,3.037
ARG,1988,3.046
ARG,1989,3.022
ARG,1990,3.034
ARG,1991,3.012
ARG,1992,2.987
ARG,1993,2.966
ARG,1994,2.935
ARG,1995,2.864
ARG,1996,2.781
ARG,1997,2.706
ARG,1998,2.662
ARG,1999,2.643
ARG,2000,2.591
ARG,2001,2.531
ARG,2002,2.493
ARG,2003,2.451
ARG,2004,2.43
ARG,2005,2.426
ARG,2006,2.4
ARG,2007,2.37
ARG,2008,2.432
ARG,2009,2.4
ARG,2010,2.411
ARG,2011,2.393
ARG,2012,2.304
ARG,2013,2.335
ARG,2014,2.386
ARG,2015,2.35
ARG,2016,2.241
ARG,2017,2.168
ARG,2018,2.067
ARG,2019,1.882
ARG,2020,1.601
ARG,2021,1.585
ARG,2022,1.482
ARG,2023,1.5
ARM,1950,4.904
ARM,1951,4.852
ARM,1952,4.808
ARM,1953,4.792
ARM,1954,4.796
ARM,1955,4.798
ARM,1956,4.89
ARM,1957,4.918
ARM,1958,4.91
ARM,1959,4.867
ARM,1960,4.786
ARM,1961,4.67
ARM,1962,4.521
ARM,1963,4.345
ARM,1964,4.15
ARM,1965,3.988
ARM,1966,3.829
ARM,1967,3.731
ARM,1968,3.622
ARM,1969,3.488
ARM,1970,3.328
ARM,1971,3.286
ARM,1972,3.198
ARM,1973,3.081
ARM,1974,2.984
ARM,1975,2.921
ARM,1976,2.844
ARM,1977,2.739
ARM,1978,2.617
ARM,1979,2.53
ARM,1980,2.48
ARM,1981,2.48
ARM,1982,2.503
ARM,1983,2.558
ARM,1984,2.603
ARM,1985,2.644
ARM,1986,2.662
ARM,1987,2.664
ARM,1988,2.675
ARM,1989,2.705
ARM,1990,2.708
ARM,1991,2.643
ARM,1992,2.499
ARM,1993,2.286
ARM,1994,2.084
ARM,1995,2.067
ARM,1996,2.06
ARM,1997,1.9
ARM,1998,1.81
ARM,1999,1.534
ARM,2000,1.47
ARM,2001,1.402
ARM,2002,1.405
ARM,2003,1.473
ARM,2004,1.491
ARM,2005,1.492
ARM,2006,1.494
ARM,2007,1.519
ARM,2008,1.541
ARM,2009,1.574
ARM,2010,1.588
ARM,2011,1.615
ARM,2012,1.647
ARM,2013,1.669
ARM,2014,1.663
ARM,2015,1.621
ARM,2016,1.625
ARM,2017,1.561
ARM,2018,1.567
ARM,2019,1.601
ARM,2020,1.619
ARM,2021,1.71
ARM,2022,1.719
ARM,2023,1.714
ABW,1950,5.827
ABW,1951,5.761
ABW,1952,5.678
ABW,1953,5.559
ABW,1954,5.421
ABW,1955,5.274
ABW,1956,5.108
ABW,1957,4.926
ABW,1958,4.759
ABW,1959,4.649
ABW,1960,4.567
ABW,1961,4.422
ABW,1962,4.262
ABW,1963,4.107
ABW,1964,3.94
ABW,1965,3.797
ABW,1966,3.621
ABW,1967,3.452
ABW,1968,3.277
ABW,1969,3.111
ABW,1970,2.973
ABW,1971,2.862
ABW,1972,2.755
ABW,1973,2.655
ABW,1974,2.573
ABW,1975,2.499
ABW,1976,2.432
ABW,1977,2.372
ABW,1978,2.312
ABW,1979,2.257
ABW,1980,2.203
ABW,1981,2.161
ABW,1982,2.142
ABW,1983,2.148
ABW,1984,2.17
ABW,1985,2.188
ABW,1986,2.212
ABW,1987,2.243
ABW,1988,2.273
ABW,1989,2.306
ABW,1990,2.345
ABW,1991,2.362
ABW,1992,2.353
ABW,1993,2.331
ABW,1994,2.298
ABW,1995,2.288
ABW,1996,2.233
ABW,1997,2.138
ABW,1998,2.001
ABW,1999,1.897
ABW,2000,1.845
ABW,2001,1.813
ABW,2002,1.8
ABW,2003,1.808
ABW,2004,1.819
ABW,2005,1.844
ABW,2006,1.862
ABW,2007,1.881
ABW,2008,1.889
ABW,2009,1.875
ABW,2010,1.855
ABW,2011,1.858
ABW,2012,1.907
ABW,2013,1.944
ABW,2014,1.944
ABW,2015,1.899
ABW,2016,1.848
ABW,2017,1.785
ABW,2018,1.732
ABW,2019,1.701
ABW,2020,1.662
ABW,2021,1.631
ABW,2022,1.615
ABW,2023,1.602
,1950,5.694
,1951,5.609
,1952,5.926
,1953,5.757
,1954,5.863
,1955,5.85
,1956,5.691
,1957,5.913
,1958,5.646
,1959,5.274
,1960,5.183
,1961,4.951
,1962,5.789
,1963,6.313
,1964,5.994
,1965,5.948
,1966,5.774
,1967,5.595
,1968,5.815
,1969,5.654
,1970,5.591
,1971,5.352
,1972,5.164
,1973,4.978
,1974,4.716
,1975,4.43
,1976,4.263
,1977,4.058
,1978,3.966
,1979,3.945
,1980,3.908
,1981,3.871
,1982,3.88
,1983,3.671
,1984,3.642
,1985,3.591
,1986,3.58
,1987,3.543
,1988,3.412
,1989,3.36
,1990,3.314
,1991,3.048
,1992,2.936
,1993,2.86
,1994,2.802
,1995,2.748
,1996,2.693
,1997,2.649
,1998,2.607
,1999,2.575
,2000,2.584
,2001,2.532
,2002,2.49
,2003,2.451
,2004,2.428
,2005,2.397
,2006,2.381
,2007,2.367
,2008,2.361
,2009,2.353
,2010,2.323
,2011,2.303
,2012,2.331
,2013,2.281
,2014,2.265
,2015,2.227
,2016,2.241
,2017,2.206
,2018,2.118
,2019,2.075
,2020,1.973
,2021,1.927
,2022,1.896
,2023,1.881
AUS,1950,3.063
AUS,1951,3.063
AUS,1952,3.18
AUS,1953,3.192
AUS,1954,3.192
AUS,1955,3.273
AUS,1956,3.331
AUS,1957,3.421
AUS,1958,3.423
AUS,1959,3.441
AUS,1960,3.453
AUS,1961,3.542
AUS,1962,3.425
AUS,1963,3.334
AUS,1964,3.146
AUS,1965,2.979
AUS,1966,2.883
AUS,1967,2.851
AUS,1968,2.889
AUS,1969,2.889
AUS,1970,2.86
AUS,1971,2.948
AUS,1972,2.742
AUS,1973,2.493
AUS,1974,2.376
AUS,1975,2.207
AUS,1976,2.063
AUS,1977,2.019
AUS,1978,1.961
AUS,1979,1.913
AUS,1980,1.901
AUS,1981,1.94
AUS,1982,1.94
AUS,1983,1.931
AUS,1984,1.872
AUS,1985,1.899
AUS,1986,1.872
AUS,1987,1.851
AUS,1988,1.84
AUS,1989,1.843
AUS,1990,1.908
AUS,1991,1.863
AUS,1992,1.892
AUS,1993,1.864
AUS,1994,1.852
AUS,1995,1.825
AUS,1996,1.804
AUS,1997,1.783
AUS,1998,1.765
AUS,1999,1.764
AUS,2000,1.764
AUS,2001,1.738
AUS,2002,1.765
AUS,2003,1.764
AUS,2004,1.784
AUS,2005,1.849
AUS,2006,1.882
AUS,2007,1.991
AUS,2008,2.02
AUS,2009,1.972
AUS,2010,1.948
AUS,2011,1.922
AUS,2012,1.931
AUS,2013,1.883
AUS,2014,1.805
AUS,2015,1.803
AUS,2016,1.792
AUS,2017,1.745
AUS,2018,1.743
AUS,2019,1.666
AUS,2020,1.593
AUS,2021,1.647
AUS,2022,1.638
AUS,2023,1.638
AUT,1950,2.089
AUT,1951,2.035
AUT,1952,2.068
AUT,1953,2.09
AUT,1954,2.139
AUT,1955,2.268
AUT,1956,2.456
AUT,1957,2.549
AUT,1958,2.592
AUT,1959,2.678
AUT,1960,2.689
AUT,1961,2.787
AUT,1962,2.801
AUT,1963,2.817
AUT,1964,2.779
AUT,1965,2.697
AUT,1966,2.672
AUT,1967,2.629
AUT,1968,2.585
AUT,1969,2.484
AUT,1970,2.294
AUT,1971,2.194
AUT,1972,2.077
AUT,1973,1.931
AUT,1974,1.902
AUT,1975,1.823
AUT,1976,1.681
AUT,1977,1.623
AUT,1978,1.597
AUT,1979,1.597
AUT,1980,1.651
AUT,1981,1.672
AUT,1982,1.661
AUT,1983,1.563
AUT,1984,1.526
AUT,1985,1.479
AUT,1986,1.455
AUT,1987,1.44
AUT,1988,1.457
AUT,1989,1.455
AUT,1990,1.467
AUT,1991,1.516
AUT,1992,1.516
AUT,1993,1.512
AUT,1994,1.474
AUT,1995,1.431
AUT,1996,1.448
AUT,1997,1.395
AUT,1998,1.371
AUT,1999,1.344
AUT,2000,1.364
AUT,2001,1.331
AUT,2002,1.389
AUT,2003,1.373
AUT,2004,1.415
AUT,2005,1.406
AUT,2006,1.404
AUT,2007,1.381
AUT,2008,1.411
AUT,2009,1.393
AUT,2010,1.44
AUT,2011,1.43
AUT,2012,1.44
AUT,2013,1.436
AUT,2014,1.464
AUT,2015,1.492
AUT,2016,1.531
AUT,2017,1.521
AUT,2018,1.479
AUT,2019,1.464
AUT,2020,1.439
AUT,2021,1.469
AUT,2022,1.41
AUT,2023,1.317
AZE,1950,5.075
AZE,1951,5.101
AZE,1952,5.158
AZE,1953,5.226
AZE,1954,5.304
AZE,1955,5.393
AZE,1956,5.49
AZE,1957,5.593
AZE,1958,5.697
AZE,1959,5.795
AZE,1960,5.878
AZE,1961,5.937
AZE,1962,5.961
AZE,1963,5.945
AZE,1964,5.888
AZE,1965,5.792
AZE,1966,5.663
AZE,1967,5.371
AZE,1968,5.213
AZE,1969,5.053
AZE,1970,4.899
AZE,1971,4.757
AZE,1972,4.593
AZE,1973,4.434
AZE,1974,4.314
AZE,1975,4.215
AZE,1976,4.116
AZE,1977,3.982
AZE,1978,3.816
AZE,1979,3.702
AZE,1980,3.586
AZE,1981,3.483
AZE,1982,3.392
AZE,1983,3.32
AZE,1984,3.258
AZE,1985,3.201
AZE,1986,3.138
AZE,1987,3.068
AZE,1988,3.036
AZE,1989,3.004
AZE,1990,2.983
AZE,1991,2.952
AZE,1992,2.863
AZE,1993,2.747
AZE,1994,2.445
AZE,1995,2.193
AZE,1996,1.977
AZE,1997,2.018
AZE,1998,1.848
AZE,1999,1.716
AZE,2000,1.698
AZE,2001,1.589
AZE,2002,1.577
AZE,2003,1.591
AZE,2004,1.965
AZE,2005,1.982
AZE,2006,2.019
AZE,2007,1.968
AZE,2008,1.904
AZE,2009,1.821
AZE,2010,1.924
AZE,2011,1.98
AZE,2012,2.142
AZE,2013,2.148
AZE,2014,2.131
AZE,2015,2.092
AZE,2016,2.032
AZE,2017,1.961
AZE,2018,1.905
AZE,2019,1.845
AZE,2020,1.764
AZE,2021,1.71
AZE,2022,1.687
AZE,2023,1.67
BHS,1950,4.517
BHS,1951,4.534
BHS,1952,4.61
BHS,1953,4.686
BHS,1954,4.759
BHS,1955,4.825
BHS,1956,4.878
BHS,1957,4.924
BHS,1958,4.96
BHS,1959,5.034
BHS,1960,5.093
BHS,1961,5.156
BHS,1962,5.125
BHS,1963,5.062
BHS,1964,4.969
BHS,1965,4.884
BHS,1966,4.788
BHS,1967,4.689
BHS,1968,4.556
BHS,1969,4.38
BHS,1970,4.212
BHS,1971,4.058
BHS,1972,3.886
BHS,1973,3.726
BHS,1974,3.572
BHS,1975,3.424
BHS,1976,3.297
BHS,1977,3.167
BHS,1978,3.052
BHS,1979,2.937
BHS,1980,2.842
BHS,1981,2.771
BHS,1982,2.708
BHS,1983,2.652
BHS,1984,2.591
BHS,1985,2.546
BHS,1986,2.529
BHS,1987,2.52
BHS,1988,2.519
BHS,1989,2.523
BHS,1990,2.52
BHS,1991,2.51
BHS,1992,2.71
BHS,1993,2.61
BHS,1994,2.472
BHS,1995,2.419
BHS,1996,2.353
BHS,1997,2.293
BHS,1998,2.232
BHS,1999,2.134
BHS,2000,2.06
BHS,2001,2.02
BHS,2002,1.984
BHS,2003,1.971
BHS,2004,1.98
BHS,2005,2.008
BHS,2006,2.019
BHS,2007,2.035
BHS,2008,1.999
BHS,2009,2.011
BHS,2010,1.837
BHS,2011,1.791
BHS,2012,1.761
BHS,2013,1.738
BHS,2014,1.687
BHS,2015,1.574
BHS,2016,1.495
BHS,2017,1.424
BHS,2018,1.404
BHS,2019,1.397
BHS,2020,1.386
BHS,2021,1.382
BHS,2022,1.379
BHS,2023,1.373
BHR,1950,7.29
BHR,1951,7.287
BHR,1952,7.294
BHR,1953,7.293
BHR,1954,7.286
BHR,1955,7.275
BHR,1956,7.266
BHR,1957,7.263
BHR,1958,7.295
BHR,1959,7.287
BHR,1960,7.262
BHR,1961,7.231
BHR,1962,7.185
BHR,1963,7.137
BHR,1964,7.091
BHR,1965,7.027
BHR,1966,6.944
BHR,1967,6.843
BHR,1968,6.708
BHR,1969,6.57
BHR,1970,6.428
BHR,1971,6.284
BHR,1972,6.139
BHR,1973,5.965
BHR,1974,5.787
BHR,1975,5.618
BHR,1976,5.454
BHR,1977,5.287
BHR,1978,5.12
BHR,1979,4.937
BHR,1980,4.762
BHR,1981,4.602
BHR,1982,4.505
BHR,1983,4.406
BHR,1984,4.303
BHR,1985,4.281
BHR,1986,4.254
BHR,1987,4.133
BHR,1988,4.04
BHR,1989,3.956
BHR,1990,3.817
BHR,1991,3.625
BHR,1992,3.548
BHR,1993,3.461
BHR,1994,3.291
BHR,1995,3.128
BHR,1996,2.986
BHR,1997,2.924
BHR,1998,2.889
BHR,1999,2.899
BHR,2000,2.798
BHR,2001,2.653
BHR,2002,2.699
BHR,2003,2.778
BHR,2004,2.774
BHR,2005,2.67
BHR,2006,2.464
BHR,2007,2.282
BHR,2008,2.152
BHR,2009,2.047
