Code,Year,Fertility Rate
COM,2010,4.755
COM,2011,4.722
COM,2012,4.652
COM,2013,4.572
COM,2014,4.489
COM,2015,4.42
COM,2016,4.348
COM,2017,4.278
COM,2018,4.208
COM,2019,4.138
COM,2020,4.071
COM,2021,3.999
COM,2022,3.935
COM,2023,3.878
COG,1950,6.065
COG,1951,6.067
COG,1952,6.063
COG,1953,6.063
COG,1954,6.054
COG,1955,6.065
COG,1956,6.069
COG,1957,6.069
COG,1958,6.087
COG,1959,6.091
COG,1960,6.085
COG,1961,6.093
COG,1962,6.099
COG,1963,6.147
COG,1964,6.183
COG,1965,6.229
COG,1966,6.267
COG,1967,6.29
COG,1968,6.327
COG,1969,6.35
COG,1970,6.376
COG,1971,6.416
COG,1972,6.444
COG,1973,6.42
COG,1974,6.39
COG,1975,6.356
COG,1976,6.317
COG,1977,6.271
COG,1978,6.21
COG,1979,6.143
COG,1980,6.065
COG,1981,5.984
COG,1982,5.85
COG,1983,5.758
COG,1984,5.658
COG,1985,5.587
COG,1986,5.514
COG,1987,5.458
COG,1988,5.392
COG,1989,5.327
COG,1990,5.266
COG,1991,5.221
COG,1992,5.177
COG,1993,5.134
COG,1994,5.103
COG,1995,5.068
COG,1996,5.033
COG,1997,4.997
COG,1998,4.909
COG,1999,4.805
COG,2000,4.724
COG,2001,4.67
COG,2002,4.697
COG,2003,4.696
COG,2004,4.69
COG,2005,4.669
COG,2006,4.651
COG,2007,4.649
COG,2008,4.726
COG,2009,4.808
COG,2010,4.851
COG,2011,4.826
COG,2012,4.785
COG,2013,4.731
COG,2014,4.665
COG,2015,4.607
COG,2016,4.546
COG,2017,4.496
COG,2018,4.442
COG,2019,4.38
COG,2020,4.329
COG,2021,4.28
COG,2022,4.215
COG,2023,4.157
COK,1950,6.786
COK,1951,6.789
COK,1952,6.822
COK,1953,6.867
COK,1954,6.91
COK,1955,6.963
COK,1956,7.043
COK,1957,7.116
COK,1958,7.165
COK,1959,7.219
COK,1960,7.265
COK,1961,7.272
COK,1962,7.242
COK,1963,7.188
COK,1964,7.116
COK,1965,7.039
COK,1966,6.946
COK,1967,6.827
COK,1968,6.693
COK,1969,6.515
COK,1970,6.296
COK,1971,6.068
COK,1972,5.724
COK,1973,5.467
COK,1974,5.199
COK,1975,4.961
COK,1976,4.77
COK,1977,4.655
COK,1978,4.555
COK,1979,4.466
COK,1980,4.351
COK,1981,4.181
COK,1982,4.053
COK,1983,3.946
COK,1984,3.874
COK,1985,3.841
COK,1986,3.833
COK,1987,3.841
COK,1988,3.851
COK,1989,3.902
COK,1990,3.971
COK,1991,3.991
COK,1992,3.949
COK,1993,3.861
COK,1994,3.761
COK,1995,3.688
COK,1996,3.597
COK,1997,3.458
COK,1998,3.308
COK,1999,3.186
COK,2000,3.112
COK,2001,3.059
COK,2002,2.969
COK,2003,2.886
COK,2004,2.833
COK,2005,2.814
COK,2006,2.802
COK,2007,2.705
COK,2008,2.599
COK,2009,2.521
COK,2010,2.454
COK,2011,2.397
COK,2012,2.342
COK,2013,2.292
COK,2014,2.244
COK,2015,2.208
COK,2016,2.184
COK,2017,2.167
COK,2018,2.156
COK,2019,2.127
COK,2020,2.106
COK,2021,2.087
COK,2022,2.068
COK,2023,2.045
CRI,1950,6.317
CRI,1951,6.393
CRI,1952,6.455
CRI,1953,6.508
CRI,1954,6.54
CRI,1955,6.571
CRI,1956,6.601
CRI,1957,6.662
CRI,1958,6.712
CRI,1959,6.731
CRI,1960,6.712
CRI,1961,6.651
CRI,1962,6.543
CRI,1963,6.389
CRI,1964,6.193
CRI,1965,5.96
CRI,1966,5.697
CRI,1967,5.416
CRI,1968,5.028
CRI,1969,4.835
CRI,1970,4.585
CRI,1971,4.362
CRI,1972,4.158
CRI,1973,3.991
CRI,1974,3.893
CRI,1975,3.804
CRI,1976,3.747
CRI,1977,3.701
CRI,1978,3.662
CRI,1979,3.651
CRI,1980,3.583
CRI,1981,3.556
CRI,1982,3.54
CRI,1983,3.525
CRI,1984,3.519
CRI,1985,3.511
CRI,1986,3.454
CRI,1987,3.384
CRI,1988,3.314
CRI,1989,3.238
CRI,1990,3.167
CRI,1991,3.075
CRI,1992,3.001
CRI,1993,2.928
CRI,1994,2.857
CRI,1995,2.779
CRI,1996,2.681
CRI,1997,2.589
CRI,1998,2.527
CRI,1999,2.481
CRI,2000,2.413
CRI,2001,2.312
CRI,2002,2.162
CRI,2003,2.084
CRI,2004,2.028
CRI,2005,2.038
CRI,2006,1.937
CRI,2007,1.954
CRI,2008,1.98
CRI,2009,1.953
CRI,2010,1.827
CRI,2011,1.877
CRI,2012,1.851
CRI,2013,1.779
CRI,2014,1.8
CRI,2015,1.797
CRI,2016,1.746
CRI,2017,1.714
CRI,2018,1.706
CRI,2019,1.6
CRI,2020,1.448
CRI,2021,1.353
CRI,2022,1.335
CRI,2023,1.33
CIV,1950,7.61
CIV,1951,7.609
CIV,1952,7.606
CIV,1953,7.604
CIV,1954,7.602
CIV,1955,7.597
CIV,1956,7.597
CIV,1957,7.598
CIV,1958,7.61
CIV,1959,7.606
CIV,1960,7.691
CIV,1961,7.72
CIV,1962,7.75
CIV,1963,7.781
CIV,1964,7.811
CIV,1965,7.841
CIV,1966,7.868
CIV,1967,7.893
CIV,1968,7.912
CIV,1969,7.927
CIV,1970,7.936
CIV,1971,7.941
CIV,1972,7.942
CIV,1973,7.939
CIV,1974,7.929
CIV,1975,7.91
CIV,1976,7.877
CIV,1977,7.828
CIV,1978,7.669
CIV,1979,7.625
CIV,1980,7.586
CIV,1981,7.539
CIV,1982,7.488
CIV,1983,7.417
CIV,1984,7.352
CIV,1985,7.273
CIV,1986,7.187
CIV,1987,7.09
CIV,1988,6.969
CIV,1989,6.85
CIV,1990,6.719
CIV,1991,6.585
CIV,1992,6.426
CIV,1993,6.27
CIV,1994,6.128
CIV,1995,6.038
CIV,1996,5.954
CIV,1997,5.902
CIV,1998,5.854
CIV,1999,5.805
CIV,2000,5.773
CIV,2001,5.704
CIV,2002,5.641
CIV,2003,5.572
CIV,2004,5.527
CIV,2005,5.499
CIV,2006,5.448
CIV,2007,5.403
CIV,2008,5.357
CIV,2009,5.332
CIV,2010,5.292
CIV,2011,5.244
CIV,2012,5.19
CIV,2013,5.135
CIV,2014,5.071
CIV,2015,4.97
CIV,2016,4.873
CIV,2017,4.757
CIV,2018,4.596
CIV,2019,4.523
CIV,2020,4.461
CIV,2021,4.411
CIV,2022,4.349
CIV,2023,4.283
HRV,1950,2.933
HRV,1951,2.662
HRV,1952,2.725
HRV,1953,2.681
HRV,1954,2.629
HRV,1955,2.588
HRV,1956,2.504
HRV,1957,2.361
HRV,1958,2.26
HRV,1959,2.27
HRV,1960,2.239
HRV,1961,2.219
HRV,1962,2.192
HRV,1963,2.145
HRV,1964,2.142
HRV,1965,2.224
HRV,1966,2.227
HRV,1967,2.102
HRV,1968,2.027
HRV,1969,1.951
HRV,1970,1.882
HRV,1971,1.974
HRV,1972,2.007
HRV,1973,2.013
HRV,1974,1.983
HRV,1975,1.951
HRV,1976,1.936
HRV,1977,1.947
HRV,1978,1.955
HRV,1979,1.947
HRV,1980,1.931
HRV,1981,1.926
HRV,1982,1.91
HRV,1983,1.891
HRV,1984,1.875
HRV,1985,1.828
HRV,1986,1.773
HRV,1987,1.745
HRV,1988,1.706
HRV,1989,1.648
HRV,1990,1.628
HRV,1991,1.543
HRV,1992,1.462
HRV,1993,1.508
HRV,1994,1.52
HRV,1995,1.579
HRV,1996,1.675
HRV,1997,1.685
HRV,1998,1.499
HRV,1999,1.438
HRV,2000,1.423
HRV,2001,1.458
HRV,2002,1.428
HRV,2003,1.412
HRV,2004,1.419
HRV,2005,1.506
HRV,2006,1.469
HRV,2007,1.487
HRV,2008,1.555
HRV,2009,1.588
HRV,2010,1.551
HRV,2011,1.485
HRV,2012,1.516
HRV,2013,1.461
HRV,2014,1.461
HRV,2015,1.403
HRV,2016,1.427
HRV,2017,1.423
HRV,2018,1.472
HRV,2019,1.47
HRV,2020,1.484
HRV,2021,1.624
HRV,2022,1.53
HRV,2023,1.468
CUB,1950,4.032
CUB,1951,3.947
CUB,1952,3.931
CUB,1953,3.924
CUB,1954,3.917
CUB,1955,3.902
CUB,1956,3.893
CUB,1957,3.886
CUB,1958,3.9
CUB,1959,4
CUB,1960,4.129
CUB,1961,4.265
CUB,1962,4.421
CUB,1963,4.559
CUB,1964,4.528
CUB,1965,4.504
CUB,1966,4.398
CUB,1967,4.294
CUB,1968,4.194
CUB,1969,4.124
CUB,1970,3.981
CUB,1971,3.799
CUB,1972,3.612
CUB,1973,3.402
CUB,1974,3.164
CUB,1975,2.824
CUB,1976,2.506
CUB,1977,2.209
CUB,1978,1.884
CUB,1979,1.771
CUB,1980,1.637
CUB,1981,1.591
CUB,1982,1.776
CUB,1983,1.801
CUB,1984,1.774
CUB,1985,1.772
CUB,1986,1.779
CUB,1987,1.8
CUB,1988,1.853
CUB,1989,1.832
CUB,1990,1.806
CUB,1991,1.663
CUB,1992,1.562
CUB,1993,1.489
CUB,1994,1.467
CUB,1995,1.481
CUB,1996,1.457
CUB,1997,1.59
CUB,1998,1.617
CUB,1999,1.64
CUB,2000,1.608
CUB,2001,1.595
CUB,2002,1.645
CUB,2003,1.627
CUB,2004,1.546
CUB,2005,1.486
CUB,2006,1.402
CUB,2007,1.436
CUB,2008,1.576
CUB,2009,1.678
CUB,2010,1.673
CUB,2011,1.734
CUB,2012,1.668
CUB,2013,1.678
CUB,2014,1.655
CUB,2015,1.685
CUB,2016,1.6
CUB,2017,1.585
CUB,2018,1.607
CUB,2019,1.54
CUB,2020,1.489
CUB,2021,1.427
CUB,2022,1.412
CUB,2023,1.439
CUW,1950,4.981
CUW,1951,5.009
CUW,1952,5.043
CUW,1953,5.07
CUW,1954,5.11
CUW,1955,5.155
CUW,1956,5.166
CUW,1957,5.184
CUW,1958,5.194
CUW,1959,5.176
CUW,1960,5.13
CUW,1961,5.042
CUW,1962,4.927
CUW,1963,4.798
CUW,1964,4.641
CUW,1965,4.475
CUW,1966,4.265
CUW,1967,4.059
CUW,1968,3.827
CUW,1969,3.608
CUW,1970,3.397
CUW,1971,3.18
CUW,1972,2.992
CUW,1973,2.872
CUW,1974,2.773
CUW,1975,2.662
CUW,1976,2.554
CUW,1977,2.463
CUW,1978,2.38
CUW,1979,2.312
CUW,1980,2.272
CUW,1981,2.249
CUW,1982,2.236
CUW,1983,2.238
CUW,1984,2.237
CUW,1985,2.242
CUW,1986,2.241
CUW,1987,2.242
CUW,1988,2.253
CUW,1989,2.269
CUW,1990,2.303
CUW,1991,2.372
CUW,1992,2.433
CUW,1993,2.438
CUW,1994,2.43
CUW,1995,2.419
CUW,1996,2.403
CUW,1997,2.367
CUW,1998,2.315
CUW,1999,2.285
CUW,2000,2.342
CUW,2001,2.405
CUW,2002,2.3
CUW,2003,2.191
CUW,2004,2.099
CUW,2005,2.037
CUW,2006,1.977
CUW,2007,1.915
CUW,2008,1.866
CUW,2009,1.879
CUW,2010,2.185
CUW,2011,2.106
CUW,2012,2.193
CUW,2013,2.098
CUW,2014,1.998
CUW,2015,1.896
CUW,2016,1.695
CUW,2017,1.455
CUW,2018,1.492
CUW,2019,1.181
CUW,2020,1.099
CUW,2021,1.077
CUW,2022,1.074
CUW,2023,1.073
CYP,1950,3.871
CYP,1951,3.801
CYP,1952,3.467
CYP,1953,3.465
CYP,1954,3.506
CYP,1955,3.441
CYP,1956,3.387
CYP,1957,3.386
CYP,1958,3.378
CYP,1959,3.402
CYP,1960,3.393
CYP,1961,3.619
CYP,1962,3.51
CYP,1963,3.494
CYP,1964,3.409
CYP,1965,3.47
CYP,1966,3.395
CYP,1967,3.324
CYP,1968,3.267
CYP,1969,3.188
CYP,1970,3.065
CYP,1971,3.036
CYP,1972,2.988
CYP,1973,2.403
CYP,1974,2.28
CYP,1975,2.107
CYP,1976,2.327
CYP,1977,2.089
CYP,1978,2.079
CYP,1979,2.136
CYP,1980,2.298
CYP,1981,2.154
CYP,1982,2.487
CYP,1983,2.493
CYP,1984,2.512
CYP,1985,2.432
CYP,1986,2.452
CYP,1987,2.388
CYP,1988,2.47
CYP,1989,2.369
CYP,1990,2.402
CYP,1991,2.34
CYP,1992,2.459
CYP,1993,2.247
CYP,1994,2.163
CYP,1995,2.032
CYP,1996,1.953
CYP,1997,1.86
CYP,1998,1.761
CYP,1999,1.672
CYP,2000,1.638
CYP,2001,1.566
CYP,2002,1.497
CYP,2003,1.505
CYP,2004,1.512
CYP,2005,1.479
CYP,2006,1.509
CYP,2007,1.449
CYP,2008,1.479
CYP,2009,1.475
CYP,2010,1.434
CYP,2011,1.36
CYP,2012,1.382
CYP,2013,1.304
CYP,2014,1.312
CYP,2015,1.323
CYP,2016,1.357
CYP,2017,1.323
CYP,2018,1.319
CYP,2019,1.33
CYP,2020,1.361
CYP,2021,1.392
CYP,2022,1.393
CYP,2023,1.389
CZE,1950,2.818
CZE,1951,2.791
CZE,1952,2.724
CZE,1953,2.624
CZE,1954,2.584
CZE,1955,2.583
CZE,1956,2.568
CZE,1957,2.482
CZE,1958,2.284
CZE,1959,2.096
CZE,1960,2.088
CZE,1961,2.107
CZE,1962,2.123
CZE,1963,2.308
CZE,1964,2.342
CZE,1965,2.187
CZE,1966,2.031
CZE,1967,1.916
CZE,1968,1.848
CZE,1969,1.882
CZE,1970,1.92
CZE,1971,1.989
CZE,1972,2.092
CZE,1973,2.305
CZE,1974,2.457
CZE,1975,2.43
CZE,1976,2.388
CZE,1977,2.34
CZE,1978,2.326
CZE,1979,2.269
CZE,1980,2.076
CZE,1981,1.994
CZE,1982,1.995
CZE,1983,1.967
CZE,1984,1.965
CZE,1985,1.949
CZE,1986,1.919
CZE,1987,1.903
CZE,1988,1.928
CZE,1989,1.868
CZE,1990,1.885
CZE,1991,1.841
CZE,1992,1.708
CZE,1993,1.652
CZE,1994,1.436
CZE,1995,1.275
CZE,1996,1.185
CZE,1997,1.171
CZE,1998,1.156
CZE,1999,1.136
CZE,2000,1.146
CZE,2001,1.146
CZE,2002,1.167
CZE,2003,1.176
CZE,2004,1.225
CZE,2005,1.281
CZE,2006,1.333
CZE,2007,1.441
CZE,2008,1.508
CZE,2009,1.51
CZE,2010,1.509
CZE,2011,1.427
CZE,2012,1.447
CZE,2013,1.455
CZE,2014,1.526
CZE,2015,1.589
CZE,2016,1.652
CZE,2017,1.715
CZE,2018,1.744
CZE,2019,1.753
CZE,2020,1.763
CZE,2021,1.823
CZE,2022,1.618
CZE,2023,1.448
COD,1950,5.966
COD,1951,5.971
COD,1952,5.966
COD,1953,5.983
COD,1954,5.984
COD,1955,5.982
COD,1956,5.986
COD,1957,6.009
COD,1958,6.036
COD,1959,6.065
COD,1960,6.105
COD,1961,6.124
COD,1962,6.141
COD,1963,6.158
COD,1964,6.188
COD,1965,6.21
COD,1966,6.242
COD,1967,6.267
COD,1968,6.286
COD,1969,6.304
COD,1970,6.329
COD,1971,6.344
COD,1972,6.369
COD,1973,6.385
COD,1974,6.404
COD,1975,6.419
COD,1976,6.437
COD,1977,6.45
COD,1978,6.463
COD,1979,6.479
COD,1980,6.495
COD,1981,6.519
COD,1982,6.54
COD,1983,6.564
COD,1984,6.586
COD,1985,6.612
COD,1986,6.634
COD,1987,6.651
COD,1988,6.656
COD,1989,6.65
COD,1990,6.649
COD,1991,6.645
COD,1992,6.639
COD,1993,6.641
COD,1994,6.643
COD,1995,6.676
COD,1996,6.672
COD,1997,6.69
COD,1998,6.7
COD,1999,6.692
COD,2000,6.702
COD,2001,6.663
COD,2002,6.606
COD,2003,6.549
COD,2004,6.53
COD,2005,6.526
COD,2006,6.547
COD,2007,6.559
COD,2008,6.58
COD,2009,6.591
COD,2010,6.587
COD,2011,6.582
COD,2012,6.559
COD,2013,6.527
COD,2014,6.483
COD,2015,6.437
COD,2016,6.392
COD,2017,6.349
COD,2018,6.302
COD,2019,6.253
COD,2020,6.206
COD,2021,6.156
COD,2022,6.106
COD,2023,6.051
DNK,1950,2.572
DNK,1951,2.508
DNK,1952,2.539
DNK,1953,2.598
DNK,1954,2.561
DNK,1955,2.589
DNK,1956,2.6
DNK,1957,2.556
DNK,1958,2.528
DNK,1959,2.493
DNK,1960,2.561
DNK,1961,2.547
DNK,1962,2.549
DNK,1963,2.655
DNK,1964,2.601
DNK,1965,2.608
DNK,1966,2.607
DNK,1967,2.351
DNK,1968,2.119
DNK,1969,1.998
DNK,1970,1.956
DNK,1971,2.038
DNK,1972,2.026
DNK,1973,1.921
DNK,1974,1.898
DNK,1975,1.908
DNK,1976,1.75
DNK,1977,1.663
DNK,1978,1.661
DNK,1979,1.601
DNK,1980,1.54
DNK,1981,1.44
DNK,1982,1.42
DNK,1983,1.378
DNK,1984,1.398
DNK,1985,1.443
DNK,1986,1.476
DNK,1987,1.497
DNK,1988,1.558
DNK,1989,1.617
DNK,1990,1.664
DNK,1991,1.685
DNK,1992,1.755
DNK,1993,1.75
DNK,1994,1.801
DNK,1995,1.801
DNK,1996,1.751
DNK,1997,1.749
DNK,1998,1.723
DNK,1999,1.734
DNK,2000,1.765
DNK,2001,1.742
DNK,2002,1.726
DNK,2003,1.756
DNK,2004,1.779
DNK,2005,1.798
DNK,2006,1.841
DNK,2007,1.842
DNK,2008,1.88
DNK,2009,1.84
DNK,2010,1.858
DNK,2011,1.754
DNK,2012,1.723
DNK,2013,1.67
DNK,2014,1.688
DNK,2015,1.712
DNK,2016,1.775
DNK,2017,1.749
DNK,2018,1.726
DNK,2019,1.698
DNK,2020,1.678
DNK,2021,1.73
DNK,2022,1.559
DNK,2023,1.511
DJI,1950,6.821
DJI,1951,6.813
DJI,1952,6.811
DJI,1953,6.819
DJI,1954,6.823
DJI,1955,6.824
DJI,1956,6.825
DJI,1957,6.82
DJI,1958,6.831
DJI,1959,6.83
DJI,1960,6.847
DJI,1961,6.848
DJI,1962,6.854
DJI,1963,6.86
DJI,1964,6.872
DJI,1965,6.864
DJI,1966,6.875
DJI,1967,6.87
DJI,1968,6.876
DJI,1969,6.878
DJI,1970,6.879
DJI,1971,6.882
DJI,1972,6.851
DJI,1973,6.817
DJI,1974,6.78
DJI,1975,6.737
DJI,1976,6.691
DJI,1977,6.64
DJI,1978,6.586
DJI,1979,6.523
DJI,1980,6.46
DJI,1981,6.397
DJI,1982,6.342
DJI,1983,6.298
DJI,1984,6.247
DJI,1985,6.192
DJI,1986,6.139
DJI,1987,6.086
DJI,1988,6.03
DJI,1989,5.973
DJI,1990,5.931
DJI,1991,5.856
DJI,1992,5.751
DJI,1993,5.638
DJI,1994,5.507
DJI,1995,5.331
DJI,1996,5.149
DJI,1997,4.966
DJI,1998,4.795
DJI,1999,4.687
DJI,2000,4.601
DJI,2001,4.518
DJI,2002,4.41
DJI,2003,4.296
DJI,2004,4.162
DJI,2005,4.035
DJI,2006,3.899
DJI,2007,3.756
DJI,2008,3.621
DJI,2009,3.521
DJI,2010,3.431
DJI,2011,3.341
DJI,2012,3.255
DJI,2013,3.187
DJI,2014,3.116
DJI,2015,3.041
DJI,2016,2.969
DJI,2017,2.916
DJI,2018,2.858
DJI,2019,2.798
DJI,2020,2.745
DJI,2021,2.699
DJI,2022,2.653
DJI,2023,2.609
DMA,1950,5.236
DMA,1951,5.37
DMA,1952,5.504
DMA,1953,5.64
DMA,1954,5.774
DMA,1955,5.907
DMA,1956,6.025
DMA,1957,6.118
DMA,1958,6.168
DMA,1959,6.183
DMA,1960,6.178
DMA,1961,6.156
DMA,1962,6.122
DMA,1963,6.084
DMA,1964,6.027
DMA,1965,5.952
DMA,1966,5.856
DMA,1967,5.737
DMA,1968,5.587
DMA,1969,5.412
DMA,1970,5.215
DMA,1971,4.985
DMA,1972,4.671
DMA,1973,4.275
DMA,1974,3.842
DMA,1975,3.461
DMA,1976,3.191
DMA,1977,3.02
DMA,1978,2.955
DMA,1979,2.96
DMA,1980,3.035
DMA,1981,3.114
DMA,1982,3.166
DMA,1983,3.178
DMA,1984,3.151
DMA,1985,3.116
DMA,1986,3.084
DMA,1987,3.063
DMA,1988,3.056
DMA,1989,3.059
DMA,1990,3.092
DMA,1991,3.145
DMA,1992,3.177
DMA,1993,3.201
DMA,1994,2.964
DMA,1995,2.708
DMA,1996,2.546
DMA,1997,2.406
DMA,1998,2.315
DMA,1999,2.458
DMA,2000,2.346
DMA,2001,2.399
DMA,2002,2.16
DMA,2003,2.075
DMA,2004,2.023
DMA,2005,1.998
DMA,2006,2.074
DMA,2007,2.022
DMA,2008,1.968
DMA,2009,1.918
DMA,2010,1.887
DMA,2011,1.861
DMA,2012,1.827
DMA,2013,1.778
DMA,2014,1.713
DMA,2015,1.648
DMA,2016,1.581
DMA,2017,1.54
DMA,2018,1.517
DMA,2019,1.504
DMA,2020,1.495
DMA,2021,1.484
DMA,2022,1.482
DMA,2023,1.484
DOM,1950,7.507
DOM,1951,7.536
DOM,1952,7.589
DOM,1953,7.629
DOM,1954,7.656
DOM,1955,7.672
DOM,1956,7.675
DOM,1957,7.665
DOM,1958,7.643
DOM,1959,7.606
DOM,1960,7.555
DOM,1961,7.487
DOM,1962,7.404
DOM,1963,7.303
DOM,1964,7.186
DOM,1965,7.053
DOM,1966,6.949
DOM,1967,6.755
DOM,1968,6.548
DOM,1969,6.366
DOM,1970,6.184
DOM,1971,6.009
DOM,1972,5.841
DOM,1973,5.667
DOM,1974,5.44
DOM,1975,5.235
DOM,1976,5.046
DOM,1977,4.842
DOM,1978,4.644
DOM,1979,4.473
DOM,1980,4.302
DOM,1981,4.149
DOM,1982,4.014
DOM,1983,3.947
DOM,1984,3.822
DOM,1985,3.686
DOM,1986,3.603
DOM,1987,3.528
DOM,1988,3.5
DOM,1989,3.475
DOM,1990,3.411
DOM,1991,3.349
DOM,1992,3.287
DOM,1993,3.226
DOM,1994,3.163
DOM,1995,3.101
DOM,1996,3.04
DOM,1997,2.922
DOM,1998,2.835
DOM,1999,2.846
DOM,2000,2.869
DOM,2001,2.827
DOM,2002,2.764
DOM,2003,2.703
DOM,2004,2.641
DOM,2005,2.574
DOM,2006,2.508
DOM,2007,2.51
DOM,2008,2.546
DOM,2009,2.574
DOM,2010,2.556
DOM,2011,2.527
DOM,2012,2.497
DOM,2013,2.474
DOM,2014,2.451
DOM,2015,2.43
DOM,2016,2.41
DOM,2017,2.398
DOM,2018,2.397
DOM,2019,2.366
DOM,2020,2.329
DOM,2021,2.294
DOM,2022,2.267
DOM,2023,2.243
TLS,1950,6.605
TLS,1951,6.591
TLS,1952,6.564
TLS,1953,6.536
TLS,1954,6.509
TLS,1955,6.481
TLS,1956,6.453
TLS,1957,6.424
TLS,1958,6.393
TLS,1959,6.359
TLS,1960,6.319
TLS,1961,6.273
TLS,1962,6.218
TLS,1963,6.155
TLS,1964,6.084
TLS,1965,6.008
TLS,1966,5.932
TLS,1967,5.858
TLS,1968,5.788
TLS,1969,5.722
TLS,1970,5.655
TLS,1971,5.58
TLS,1972,5.492
TLS,1973,5.392
TLS,1974,5.287
TLS,1975,5.19
TLS,1976,5.119
TLS,1977,5.085
TLS,1978,5.094
TLS,1979,5.142
TLS,1980,5.219
TLS,1981,5.525
TLS,1982,5.555
TLS,1983,5.586
TLS,1984,5.614
TLS,1985,5.65
TLS,1986,5.672
TLS,1987,5.682
TLS,1988,5.716
TLS,1989,5.762
TLS,1990,5.811
TLS,1991,5.835
TLS,1992,5.867
TLS,1993,5.879
TLS,1994,5.912
TLS,1995,5.936
TLS,1996,5.941
TLS,1997,5.955
TLS,1998,5.963
TLS,1999,5.97
TLS,2000,5.934
TLS,2001,5.918
TLS,2002,5.899
TLS,2003,5.846
TLS,2004,5.741
TLS,2005,5.611
TLS,2006,5.474
TLS,2007,5.333
TLS,2008,5.171
TLS,2009,4.994
TLS,2010,4.816
TLS,2011,4.614
TLS,2012,4.404
TLS,2013,4.208
TLS,2014,3.999
TLS,2015,3.779
TLS,2016,3.582
TLS,2017,3.399
TLS,2018,3.244
TLS,2019,3.116
TLS,2020,3.011
TLS,2021,2.892
TLS,2022,2.801
TLS,2023,2.707
ECU,1950,6.725
ECU,1951,6.733
ECU,1952,6.748
ECU,1953,6.758
ECU,1954,6.765
ECU,1955,6.767
ECU,1956,6.765
ECU,1957,6.76
ECU,1958,6.75
ECU,1959,6.737
ECU,1960,6.721
ECU,1961,6.7
ECU,1962,6.676
ECU,1963,6.646
ECU,1964,6.61
ECU,1965,6.564
ECU,1966,6.507
ECU,1967,6.436
ECU,1968,6.351
ECU,1969,6.252
ECU,1970,6.138
ECU,1971,6.011
ECU,1972,5.873
ECU,1973,5.727
ECU,1974,5.577
ECU,1975,5.426
ECU,1976,5.276
ECU,1977,5.13
ECU,1978,4.989
ECU,1979,4.855
ECU,1980,4.73
ECU,1981,4.612
ECU,1982,4.501
ECU,1983,4.395
ECU,1984,4.305
ECU,1985,4.145
ECU,1986,4
ECU,1987,3.87
ECU,1988,3.787
ECU,1989,3.736
ECU,1990,3.68
ECU,1991,3.633
ECU,1992,3.575
ECU,1993,3.491
ECU,1994,3.42
ECU,1995,3.381
ECU,1996,3.351
ECU,1997,3.288
ECU,1998,3.228
ECU,1999,3.166
ECU,2000,3.102
ECU,2001,3.037
ECU,2002,2.972
ECU,2003,2.911
ECU,2004,2.853
ECU,2005,2.8
ECU,2006,2.753
ECU,2007,2.704
ECU,2008,2.688
ECU,2009,2.678
ECU,2010,2.615
ECU,2011,2.605
ECU,2012,2.509
ECU,2013,2.362
ECU,2014,2.274
ECU,2015,2.209
ECU,2016,2.122
ECU,2017,2.128
ECU,2018,2.111
ECU,2019,2.035
ECU,2020,1.967
ECU,2021,1.909
ECU,2022,1.861
ECU,2023,1.823
EGY,1950,7.058
EGY,1951,7.073
EGY,1952,7.079
EGY,1953,7.086
EGY,1954,7.057
EGY,1955,7.015
EGY,1956,6.968
EGY,1957,6.922
EGY,1958,6.863
EGY,1959,6.828
EGY,1960,6.793
EGY,1961,6.758
EGY,1962,6.709
EGY,1963,6.648
EGY,1964,6.541
EGY,1965,6.387
EGY,1966,6.308
EGY,1967,6.252
EGY,1968,6.193
EGY,1969,6.12
EGY,1970,6.059
EGY,1971,5.99
EGY,1972,5.929
EGY,1973,5.843
EGY,1974,5.784
EGY,1975,5.749
EGY,1976,5.727
EGY,1977,5.678
EGY,1978,5.629
EGY,1979,5.569
EGY,1980,5.494
EGY,1981,5.368
EGY,1982,5.329
EGY,1983,5.308
EGY,1984,5.207
EGY,1985,5.116
EGY,1986,4.998
EGY,1987,4.911
EGY,1988,4.833
EGY,1989,4.676
EGY,1990,4.512
EGY,1991,4.315
EGY,1992,4.149
EGY,1993,3.993
EGY,1994,3.865
EGY,1995,3.764
EGY,1996,3.7
EGY,1997,3.682
EGY,1998,3.681
EGY,1999,3.599
EGY,2000,3.505
EGY,2001,3.46
EGY,2002,3.412
EGY,2003,3.352
EGY,2004,3.283
EGY,2005,3.254
EGY,2006,3.223
EGY,2007,3.237
EGY,2008,3.238
EGY,2009,3.259
EGY,2010,3.296
EGY,2011,3.311
EGY,2012,3.4
EGY,2013,3.49
EGY,2014,3.49
EGY,2015,3.5
EGY,2016,3.35
EGY,2017,3.31
EGY,2018,3.02
EGY,2019,2.87
EGY,2020,2.85
EGY,2021,2.75
EGY,2022,2.75
EGY,2023,2.75
SLV,1950,6.296
SLV,1951,6.319
SLV,1952,6.363
SLV,1953,6.394
SLV,1954,6.43
SLV,1955,6.475
SLV,1956,6.499
SLV,1957,6.536
SLV,1958,6.564
SLV,1959,6.591
SLV,1960,6.618
SLV,1961,6.644
SLV,1962,6.675
SLV,1963,6.69
SLV,1964,6.684
SLV,1965,6.636
SLV,1966,6.565
SLV,1967,6.487
SLV,1968,6.386
SLV,1969,6.278
SLV,1970,6.178
